mark,model,version,version_production_years,version_doors,version_body_type,specific_version,year,segment,transmission_full,transmission_short,engine_type,fuel_type,engine_capacity (cc),turbo,urban_consumption (l/100km),extra_urban_consumption (l/100km),combined_consumption (l/100km),co2_emission (g/km),weight,start/stop_system (yes/no)
BMW,BMW 2-series Cabrio,"2015-2017,2doors,convertible",2015-2017,2doors,convertible,2015 BMW 218d Cabrio Corporate Lease ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","3,9 ",,114,1495,yes
BMW,BMW 2-series Cabrio,"2015-2017,2doors,convertible",2015-2017,2doors,convertible,2015 BMW 218d Cabrio Corporate Lease ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,9 ","3,6 ",,108,1515,yes
BMW,BMW 2-series Cabrio,"2015-2017,2doors,convertible",2015-2017,2doors,convertible,2015 BMW 220d Cabrio ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,5 ","3,8 ",,116,1510,yes
BMW,BMW 2-series Cabrio,"2015-2017,2doors,convertible",2015-2017,2doors,convertible,2015 BMW 220d Cabrio ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,7 ","3,7 ",,108,1530,yes
BMW,BMW 2-series Cabrio,"2015-2017,2doors,convertible",2015-2017,2doors,convertible,2015 BMW 220d Cabrio Corporate Lease ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,5 ","3,8 ",,116,1510,yes
BMW,BMW 2-series Cabrio,"2015-2017,2doors,convertible",2015-2017,2doors,convertible,2015 BMW 220d Cabrio Corporate Lease ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,7 ","3,7 ",,108,1530,yes
BMW,BMW 2-series Cabrio,"2015-2017,2doors,convertible",2015-2017,2doors,convertible,2015 BMW 225d Cabrio ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,1 ",,121,1550,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2019 BMW 218i Gran Tourer Corporate Executive ,2019,j (small mpv),6 speed manual transmission,Manual,fuel engine,gasoline,1499,"yes, with intercooler",- ,- ,,142,1390,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2019 BMW 218i Gran Tourer Corporate Executive ,2019,j (small mpv),6 speed automatic,Automatic,fuel engine,gasoline,1499,"yes, with intercooler",- ,- ,,142,1415,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2019 BMW 216d Gran Tourer Corporate Executive ,2019,j (small mpv),6 speed manual transmission,Manual,fuel engine,diesel,1496,"yes, with intercooler",- ,- ,,129,1455,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2019 BMW 216d Gran Tourer Corporate Executive ,2019,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1496,"yes, with intercooler",- ,- ,,133,1475,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2019 BMW 218d Gran Tourer Corporate Executive ,2019,j (small mpv),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,135,1490,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2019 BMW 218d Gran Tourer Corporate Executive ,2019,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,139,1515,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 216i Gran Tourer ,2018,j (small mpv),6 speed manual transmission,Manual,fuel engine,gasoline,1499,"yes, with intercooler",- ,- ,,143,1385,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 216i Gran Tourer Corporate Lease Edition ,2018,j (small mpv),6 speed manual transmission,Manual,fuel engine,gasoline,1499,"yes, with intercooler","7,1 ","5,1 ",,148,1385,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 218i Gran Tourer ,2018,j (small mpv),6 speed manual transmission,Manual,fuel engine,gasoline,1499,"yes, with intercooler",- ,- ,,142,1390,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 218i Gran Tourer ,2018,j (small mpv),6 speed automatic,Automatic,fuel engine,gasoline,1499,"yes, with intercooler",- ,- ,,142,1415,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 218i Gran Tourer Corporate Lease Edition ,2018,j (small mpv),6 speed automatic,Automatic,fuel engine,gasoline,1499,"yes, with intercooler","7,2 ","5,2 ",,137,1415,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 220i Gran Tourer ,2018,j (small mpv),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, with intercooler",- ,- ,,145,1460,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 216d Gran Tourer ,2018,j (small mpv),6 speed manual transmission,Manual,fuel engine,diesel,1496,"yes, with intercooler",- ,- ,,129,1455,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 216d Gran Tourer ,2018,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1496,"yes, with intercooler",- ,- ,,133,1475,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 216d Gran Tourer Corporate Lease Edition ,2018,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1496,"yes, with intercooler","4,7 ","4,3 ",,117,1475,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 218d Gran Tourer ,2018,j (small mpv),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,135,1490,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 218d Gran Tourer ,2018,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,139,1515,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 220d Gran Tourer ,2018,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,140,1530,yes
BMW,BMW 2-series Gran Tourer,"2018-present,5doors,mpv",2018-present,5doors,mpv,2018 BMW 220d XDrive Gran Tourer ,2018,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,4 ","4,6 ",,147,1590,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2017 BMW 216d Gran Tourer Corporate Lease Edition ,2017,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1496,"yes, with intercooler","4,5 ","3,8 ",,106,1405,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2017 BMW 218i Gran Tourer Corporate Lease Edition ,2017,j (small mpv),6 speed automatic,Automatic,fuel engine,gasoline,1499,"yes, with intercooler","6,4 ","4,6 ",,122,1400,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2016 BMW 220d Gran Tourer ,2016,j (small mpv),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,3 ","4,1 ",,119,1450,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 216d Gran Tourer Corporate Lease Edition ,2015,j (small mpv),6 speed manual transmission,Manual,fuel engine,diesel,1496,"yes, with intercooler","4,5 ","3,6 ",,104,1395,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 216d Gran Tourer Corporate Lease Edition ,2015,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1496,"yes, with intercooler","4,5 ","3,8 ",,106,1405,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 218d Gran Tourer ,2015,j (small mpv),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,1 ","3,9 ",,114,1425,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 218d Gran Tourer ,2015,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,9 ","4,0 ",,114,1455,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 220d Gran Tourer ,2015,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","4,1 ",,117,1470,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 220d XDrive Gran Tourer ,2015,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,5 ","4,5 ",,128,1540,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 216i Gran Tourer ,2015,j (small mpv),6 speed manual transmission,Manual,fuel engine,gasoline,1499,"yes, with intercooler","6,5 ","4,6 ",,124,1370,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 218i Gran Tourer ,2015,j (small mpv),6 speed manual transmission,Manual,fuel engine,gasoline,1499,"yes, with intercooler","6,3 ","4,4 ",,119,1370,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 218i Gran Tourer ,2015,j (small mpv),6 speed automatic,Automatic,fuel engine,gasoline,1499,"yes, with intercooler","6,4 ","4,6 ",,122,1400,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 220i Gran Tourer ,2015,j (small mpv),6 speed manual transmission,Manual,fuel engine,gasoline,1998,"yes, with intercooler","7,9 ","5,2 ",,144,1430,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 220i Gran Tourer ,2015,j (small mpv),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, with intercooler","7,3 ","5,1 ",,137,1470,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 214d Gran Tourer ,2015,j (small mpv),6 speed manual transmission,Manual,fuel engine,diesel,1496,"yes, with intercooler","4,5 ","3,6 ",,104,1395,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 214d Gran Tourer Corporate Lease Edition ,2015,j (small mpv),6 speed manual transmission,Manual,fuel engine,diesel,1496,"yes, with intercooler","4,5 ","3,6 ",,104,1395,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 216d Gran Tourer ,2015,j (small mpv),6 speed manual transmission,Manual,fuel engine,diesel,1496,"yes, with intercooler","4,5 ","3,6 ",,104,1395,yes
BMW,BMW 2-series Gran Tourer,"2015-2018,5doors,mpv",2015-2018,5doors,mpv,2015 BMW 216d Gran Tourer ,2015,j (small mpv),8 speed automatic,Automatic,fuel engine,diesel,1496,"yes, with intercooler","4,5 ","3,8 ",,106,1405,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2020 BMW M2 CS Coupe ,2020,g (sport),7 speed automatic with double clutch,Automatic,fuel engine,gasoline,2979,"yes, with intercooler","12,4 ","7,6 ",,223,1525,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2018 BMW M2 Competition Coupe ,2018,g (sport),7 speed automatic with double clutch,Automatic,fuel engine,gasoline,2979,"yes, with intercooler",- ,- ,,218,1525,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW 218i Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1499,"yes, with intercooler",- ,- ,,165,1320,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW 218i Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1499,"yes, with intercooler",- ,- ,,163,1335,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW 220i Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, with intercooler",- ,- ,,162,1380,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW 230i Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, with intercooler",- ,- ,,162,1405,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW M240i Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2998,"yes, with intercooler","10,6 ","6,2 ",,179,1450,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW M240i Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2998,"yes, with intercooler",- ,- ,,188,1450,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW M240i XDrive Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2998,"yes, with intercooler",- ,- ,,211,1515,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW M2 Coupe ,2017,g (sport),7 speed automatic with double clutch,Automatic,fuel engine,gasoline,2979,"yes, with intercooler","10,5 ","6,4 ",,185,1470,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW M2 Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, with intercooler","11,6 ","6,7 ",,199,1470,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW 218d Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,145,1355,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW 218d Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,145,1370,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW 220d Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,146,1370,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW 220d Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,145,1390,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW 220d XDrive Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,159,1465,yes
BMW,BMW 2-series Coupe,"2017-present,2doors,coupe",2017-present,2doors,coupe,2017 BMW 225d Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,114,1405,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2016 BMW 220i Coupe ,2016,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1998,"yes, with intercooler","7,6 ","4,7 ",,131,1325,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2016 BMW 220i Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, with intercooler","7,0 ","4,7 ",,126,1340,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2016 BMW 230i Coupe ,2016,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1998,"yes, with intercooler","8,1 ","5,1 ",,142,1355,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2016 BMW 230i Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, with intercooler","7,2 ","4,9 ",,130,1375,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2016 BMW M240i Coupe ,2016,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2998,"yes, with intercooler","10,6 ","6,2 ",,179,1445,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2016 BMW M240i Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2998,"yes, with intercooler","9,4 ","5,8 ",,163,1460,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2016 BMW M240i XDrive Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2998,"yes, with intercooler","9,8 ","6,0 ",,169,1515,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2016 BMW M2 Coupe ,2016,g (sport),7 speed automatic with double clutch,Automatic,fuel engine,gasoline,2979,"yes, with intercooler","10,5 ","6,4 ",,185,1470,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2016 BMW M2 Coupe ,2016,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, with intercooler","11,6 ","6,7 ",,199,1470,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2015 BMW 218i Coupe ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1499,"yes, with intercooler","6,3 ","4,4 ",,119,1315,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2015 BMW 218i Coupe ,2015,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1499,"yes, with intercooler","6,2 ","4,4 ",,118,1335,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2015 BMW 218d Coupe ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","4,8 ","3,6 ",,106,1350,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2015 BMW 218d Coupe ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,6 ","3,4 ",,101,1370,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2015 BMW 218d Coupe ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","4,8 ","3,6 ",,106,1350,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2015 BMW 218d Coupe ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,6 ","3,4 ",,101,1370,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2015 BMW 220d Coupe ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,5 ",,107,1365,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2015 BMW 220d Coupe ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,4 ","3,4 ",,99,1385,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2015 BMW 220d XDrive Coupe ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,1 ","3,9 ",,113,1460,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2015 BMW 225d Coupe ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,1 ","3,9 ",,114,1405,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2014 BMW 220i Coupe ,2014,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, with intercooler","8,3 ","4,8 ",,142,1325,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2014 BMW 220i Coupe ,2014,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, with intercooler","7,7 ","4,6 ",,134,1340,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2014 BMW 220i Coupe Business ,2014,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, with intercooler","8,3 ","4,8 ",,142,1325,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2014 BMW 220i Coupe Business ,2014,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, with intercooler","7,7 ","4,6 ",,134,1340,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2014 BMW 220i Coupe Executive ,2014,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, with intercooler","8,3 ","4,8 ",,142,1325,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2014 BMW 220i Coupe Executive ,2014,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, with intercooler","7,7 ","4,6 ",,134,1340,yes
BMW,BMW 2-series Coupe,"2014-2017,2doors,coupe",2014-2017,2doors,coupe,2014 BMW 220i Coupe High Executive ,2014,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, with intercooler","8,3 ","4,8 ",,142,1325,yes
